userid,study,class,total,average_no_phone,median_no_phone,std_no_phone,average_no_phone,median_no_phone,std_no_phone,max_streak
224,0.10361373171692821,0.03546510280243852,0.13907883451936673,24.821656050955415,12.0,55.59882498697841,24.821656050955415,12.0,55.59882498697841,584.0
225,0.20861825177905008,0.018080248487517676,0.22669850026656777,11.302063789868669,7.0,13.911565216490425,11.302063789868669,7.0,13.911565216490425,128.0
226,0.16480841890544956,0.0006953941725968336,0.1655038130780464,11.392111368909513,6.0,15.590521034339028,11.392111368909513,6.0,15.590521034339028,145.0
229,0.03963746783801952,0.12378016272223638,0.1634176305602559,5.383233532934132,3.0,7.174252471602926,5.383233532934132,3.0,7.174252471602926,44.0
234,0.06884402308708654,0.054240745462553024,0.12308476854963957,19.46808510638298,2.0,85.19261057353029,19.46808510638298,2.0,85.19261057353029,592.0
236,0.05563153380774669,0.03546510280243852,0.09109663661018522,6.836633663366337,3.0,12.726290109647287,6.836633663366337,3.0,12.726290109647287,80.0
238,0.027815766903873346,0.1488143529357224,0.17663011983959576,6.586206896551724,3.0,8.44971838493923,6.586206896551724,3.0,8.44971838493923,46.0
240,0.26494517975939363,0.07788414733084537,0.342829327090239,9.16557734204793,4.0,24.178818946938968,9.16557734204793,4.0,24.178818946938968,315.0
243,0.06745323474189287,0.17665329964534898,0.24410653438724184,5.667857142857143,3.0,7.651356255659542,5.667857142857143,3.0,7.651356255659542,45.0
244,0.19751512482325398,0.07718875315824854,0.27470387798150253,26.2875,15.0,31.705359858389876,26.2875,15.0,31.705359858389876,219.0
245,0.0013907883451936673,0.0744071764678612,0.07579796481305487,7.166666666666667,6.5,5.145116346811044,7.166666666666667,6.5,5.145116346811044,14.0
248,0.27470387798150253,0.03407431445724485,0.3087781924387474,15.973214285714286,4.0,50.98358626302975,15.973214285714286,4.0,50.98358626302975,791.0
251,0.14325119955494772,0.0013907883451936673,0.14464198790014138,8.239740820734342,3.0,17.4619851696975,8.239740820734342,3.0,17.4619851696975,222.0
252,0.010430912588952505,0.010430912588952505,0.02086182517790501,7.7073170731707314,4.0,10.191445246702637,7.7073170731707314,4.0,10.191445246702637,44.0
253,0.16898078394103058,0.08970584826499153,0.2586866322060221,24.269709543568464,9.0,36.60325977364194,24.269709543568464,9.0,36.60325977364194,230.0
254,0.031292737766857516,0.047286803736584684,0.07857954150344221,10.813186813186814,5.0,19.066057573150335,10.813186813186814,5.0,19.066057573150335,145.0
255,0.11821700934146172,0.05006838042697202,0.16828538976843374,9.825214899713467,5.0,13.641998411370082,9.825214899713467,5.0,13.641998411370082,99.0
256,0.1801070907025799,0.03824667949282585,0.21835377019540575,13.1,6.0,17.80459593373678,13.1,6.0,17.80459593373678,149.0
259,0.13768804617417307,0.03616049697503535,0.17384854314920842,19.363636363636363,9.0,29.089163908691667,19.363636363636363,9.0,29.089163908691667,187.0
260,0.15854987135207807,0.0034769708629841683,0.16202684221506225,25.105263157894736,4.0,45.36184984865456,25.105263157894736,4.0,45.36184984865456,305.0
261,0.13768804617417307,0.0890104540923947,0.2266985002665678,63.072463768115945,2.0,281.19436358384064,63.072463768115945,2.0,281.19436358384064,2236.0
262,0.07510257064045803,0.09805057833615355,0.17315314897661158,12.517241379310345,7.0,15.266546326035476,12.517241379310345,7.0,15.266546326035476,95.0
264,0.03616049697503535,0.11126306761549339,0.14742356459052874,8.019417475728156,3.0,11.338550602160437,8.019417475728156,3.0,11.338550602160437,71.0
